"race","activity","bmi"
"1","3",21.911039152
"1","2",28.829726505
"2","2",19.861572131
"2","3",18.038993911
"2","2",26.161861017
"2","2",22.267862934
"1","2",20.451431259
"2","2",23.32361516
"2","3",24.939782311
"2","3",18.003428705
"2","2",23.060803652
"2","2",27.660127763
"2","2",30.027942126
"2","2",15.910790605
"2","2",22.226193027
"2","2",20.179852397
"2","1",25.67154426
"1","3",18.719276044
"2","2",21.810097607
"2","3",21.521895646
"1","3",17.938106887
"1","2",17.916845843
"1","2",22.219538703
"1","1",21.860503666
"1","3",28.104704245
"1","3",20.288965772
"1","2",28.278164067
"1","3",26.359668769
"1","2",21.937723487
"1","3",23.22879507
"1","3",18.552814586
"1","3",18.989625217
"1","2",19.04200973
"1","2",28.450094829
"1","2",20.415322418
"1","3",21.492609345
"1","1",17.326473133
"1","2",23.030697361
"1","3",18.155408743
"1","3",19.239863072
"1","3",18.517410193
"1","2",28.077072152
"1","2",25.853170376
"1","2",28.557492998
"1","2",23.186335742
"1","3",25.376095198
"1","1",22.265954268
"1","2",17.895191375
"2","3",24.601294692
"1","2",22.481981988
"1","2",21.107909563
"1","2",19.217192933
"1","1",18.781746122
"1","2",23.083224753
"1","3",19.705294005
"1","2",19.420710242
"1","2",36.515642738
"2","2",38.380189793
"2","2",26.885188479
"2","2",36.922610723
"1","3",23.033014357
"2","2",23.711585665
"1","2",20.792783021
"1","3",18.075192625
"1","2",23.749182202
"1","2",24.255641428
"1","3",23.447840056
"2","3",20.113469833
"2","2",19.700631117
"1","3",23.904733261
"1","3",21.111303156
"2","2",21.846611532
"1","2",30.712504592
"1","2",26.609958975
"2","1",34.131576777
"2","1",22.989912888
"2","3",32.329406242
"2","2",21.422441869
"2","3",21.388003698
"2","2",27.804051942
"2","1",32.2224235
"2","2",24.180331193
"2","2",19.461153348
"2","2",35.052780012
"2","1",29.476584022
"2","1",22.023189843
"2","1",30.091431658
"2","2",26.757990215
"2","1",41.753376785
"2","1",26.4003813
"2","2",38.679675943
"2","2",41.318333428
"1","2",22.412620397
"1","1",23.022242936
"1","1",24.140157756
"2","3",28.470894939
"2","3",23.352448017
"2","2",23.357687713
"2","2",20.491947456
"1","2",27.109746593
"2","2",39.018662025
"2","2",22.389492581
"2","2",23.999372264
"2","1",18.538046496
"2","3",31.45434747
"2","2",38.499141744
"2","3",16.643144356
"1","2",20.72576
"1","2",20.602216822
"2","2",32.67620848
"2","3",21.208366606
"2","2",24.054795865
"2","1",41.381153932
"2","1",24.937653439
"2","2",28.096268347
"1","3",22.859488305
"1","1",20.443188029
"2","1",32.489104857
"1","3",26.780456776
"1","1",22.823024804
"2","3",20.264539834
"1","3",21.392740031
"1","3",31.225139781
"1","2",23.806228374
"1","2",23.305721171
"1","3",32.912827869
"1","3",20.201598984
"1","3",21.500981744
"1","3",20.977300945
"2","3",22.869959455
"2","2",23.693917059
"2","1",26.322203822
"2","2",36.388884823
"2","3",24.355475801
"2","2",29.327033953
"1","1",27.877137169
"1","2",19.102171717
"1","2",19.609630999
"1","3",20.723143422
"1","2",19.473621503
"1","1",20.397405879
"2","2",18.14947637
"1","3",17.850048283
"2","3",20.424651521
"1","2",23.90625
"1","3",27.277543672
"1","1",42.221117067
"1","2",23.175179057
"1","2",45.963271084
"1","2",29.638346099
"1","2",26.021327892
"1","2",28.985308958
"1","3",20.650823177
"1","1",23.809053498
"1","3",21.812411315
"1","3",21.818345557
"1","3",20.678007401
"1","3",21.014611022
"1","2",42.218118395
"2","3",19.565364207
"1","3",23.284190736
"1","1",22.687309994
"2","1",29.203326739
"2","3",17.934028965
"2","3",26.006032199
"2","3",22.978564382
"2","3",20.695150295
"2","3",26.619413468
"2","1",37.264295379
"2","2",40.336859682
"2","3",42.824513104
"2","2",19.341602677
"2","2",29.201168377
"2","3",22.323267811
"2","2",24.775940929
"2","2",23.010713942
"2","2",29.551687427
"2","3",19.444211635
"2","3",18.091733887
"2","1",31.345323887
"2","3",19.109748065
"2","3",20.184443782
"2","2",18.421104804
"2","3",30.530704853
"1","1",18.732347107
"1","2",20.06370923
"2","3",22.765104485
"2","2",21.702537151
"2","2",21.387365273
"1","2",18.747363652
"1","2",23.382043418
"1","3",20.011206276
"1","1",18.538628735
"2","1",39.911553249
"1","3",18.649843352
"2","2",18.487887699
"2","2",23.812349195
"2","2",24.287001983
"1","2",33.161509922
"2","2",21.470588422
"2","2",21.424653694
"2","2",17.246725348
"2","2",36.102154053
"2","2",23.885392
"2","3",21.379918707
"1","3",19.139145987
"2","2",18.418655693
"1","2",21.618114944
"1","3",20.732353736
"1","2",25.817694174
"1","3",26.089425342
"1","1",16.989965412
"1","2",20.221118729
"1","2",26.589267159
"1","2",30.444117134
"1","2",23.740603981
"1","3",20.740147822
"1","2",20.04608097
"1","1",23.899764085
"1","3",25.843220463
"1","2",20.803889423
"1","3",18.871665932
"1","2",22.688522779
"2","3",27.050215173
"2","2",22.592533248
"2","3",22.582179182
"2","2",25.37201417
"2","2",37.899702604
"2","1",17.460986577
"2","2",48.513745044
"2","2",30.744066124
"2","2",27.550591363
"2","2",30.57237046
"2","2",20.072708044
"2","3",25.209424058
"2","2",18.550392431
"2","2",23.773934404
"2","2",19.56361292
"2","2",27.466127207
"2","2",39.31533924
"2","3",25.028735723
"2","1",24.155490513
"2","2",24.387109369
"2","1",36.711698259
"2","1",49.543979786
"2","2",17.853398795
"2","2",28.337261426
"1","3",32.488779384
"1","2",21.029380893
"1","1",36.516907102
"2","2",25.728443212
"2","2",19.703015245
"2","3",21.932900294
"2","3",20.019002912
"2","3",21.556771075
"2","2",24.593195266
"1","1",25.513257414
"2","2",31.4352799
"2","2",22.53676423
"2","2",24.663269409
"2","2",26.551926036
"2","1",48.664628761
"2","3",15.410225922
"2","2",27.253892687
"2","2",22.085837457
"2","2",27.619453894
"2","1",22.952012766
"2","3",17.029101718
"2","2",20.753088611
"1","2",26.759953946
"1","2",27.264257771
"2","1",24.307516678
"2","1",23.864250946
"2","2",19.904219367
"2","1",18.894634175
"1","2",18.819173177
"2","1",42.502650879
"2","2",23.072186441
"1","2",17.747477207
"1","1",30.988154185
"2","2",23.937917698
"2","2",40.602067116
"2","2",22.493433864
"2","2",42.714901575
"1","3",20.772058527
"1","2",20.027362467
"2","2",21.556768267
"2","3",21.694838602
"2","2",24.379778082
"1","3",21.390597425
"2","3",24.979697442
"2","3",22.965810082
"1","2",21.117341821
"2","2",20.088095839
"2","2",20.462013631
"2","2",21.07862464
"1","3",35.210236583
"2","2",22.263068595
"1","3",24.168049206
"1","3",18.202408179
"2","3",26.287672015
"2","2",25.011221922
"2","2",23.215430336
"2","3",22.525037881
"2","1",54.740293509
"1","2",21.177577459
"2","3",22.346215191
"1","2",18.499630537
"1","1",18.692408035
"2","1",20.599070317
"1","3",25.510592897
"1","2",20.324973113
"2","3",23.823942897
"1","2",21.55511588
"1","3",20.357385912
"1","3",21.409320577
"1","2",21.900679669
"2","1",30.196281641
"2","2",24.801925361
"1","2",27.997995005
"1","1",39.129590659
"2","2",21.893058909
"1","2",20.851197781
"1","3",24.814355049
"2","3",21.713434017
"1","3",21.882941839
"2","2",20.181377725
"2","3",18.488185775
"1","2",18.43751117
"1","1",29.705940891
"1","3",19.184574744
"2","1",22.209964338
"1","2",21.01621361
"2","1",20.658589117
"1","3",22.239103469
"1","1",21.978975489
"2","2",29.00299795
"1","2",25.259158175
"2","2",22.405755678
"2","2",29.79692723
"1","2",26.581596032
"2","3",21.460248783
"1","2",23.341340099
"1","2",18.556681268
"2","1",20.047778926
"2","3",27.070760471
"2","1",31.6502481
"2","3",20.755157447
"2","2",26.631646815
"2","2",30.893448811
"2","1",21.585149184
"2","2",21.359893384
"2","2",30.118375206
"2","2",20.447127977
"2","3",25.805564018
"1","2",20.296411742
"2","2",24.47841131
"1","2",23.238616563
"2","1",44.360580858
"2","2",40.094293689
"2","1",26.511824555
"2","2",19.978942056
"2","2",16.88139235
"2","3",21.011766589
"1","1",21.319669794
"2","3",26.596121544
"2","1",41.520611452
"2","3",30.400114198
"2","2",22.759379939
"2","2",22.824255753
"2","1",34.429806307
"1","2",23.055990593
"2","1",21.602841393
"1","2",26.399197379
"1","1",22.973179472
"2","3",22.949602821
"2","3",21.648163567
"1","2",20.755850902
"1","2",23.58184602
"1","3",20.408062035
"1","1",19.778876997
"1","2",19.366786546
"1","1",19.553077301
"1","2",33.590810865
"1","3",17.910890629
"1","2",18.756695963
"1","2",17.714585397
"1","2",21.254403064
"1","2",18.989006247
"1","2",19.065923432
"1","3",22.160360269
"1","3",19.678650295
"1","2",28.027681333
"1","1",27.023404411
"1","3",23.814083945
"1","3",18.167233195
"1","2",25.868867839
"1","2",33.456383779
"1","3",18.998630788
"1","2",17.294524253
"1","2",35.09849342
"1","2",24.599644604
"1","1",19.16737352
"1","2",21.155191369
"1","2",18.03387094
"1","1",18.980016564
"1","2",19.134340316
"1","1",21.435657596
"1","3",17.889619113
"1","2",28.959443896
"2","3",18.117537726
"1","3",18.472878318
"2","1",40.317898098
"1","2",25.410701905
"1","2",18.976650726
"2","2",21.276185332
"2","2",48.06336025
"2","3",19.882166174
"2","1",30.50606178
"2","1",37.093491297
"1","3",27.159617156
"1","3",18.233592561
"1","2",30.17274433
"2","1",31.316699193
"1","1",20.844020382
"2","2",26.565813132
"1","1",23.202093648
"2","2",18.731011833
"2","1",33.798614611
"1","2",23.122195676
"1","1",21.636831098
"1","2",18.874449465
"1","2",37.798908508
"2","2",21.171471274
"1","1",20.728198935
"2","2",30.863765274
"2","1",37.981992126
"2","1",34.914238006
"1","2",31.222950727
"1","2",20.780187075
"2","2",38.746002281
"2","1",20.952087898
"2","3",31.586418427
"1","1",18.456063527
"2","3",16.586970609
"1","3",25.773917916
"2","2",20.66489727
"2","3",17.770944918
"2","1",40.665770862
"2","3",30.987805289
"2","3",19.72075704
"1","2",23.962671029
"1","2",23.497609594
"2","1",22.459707248
"2","3",19.308773442
"2","1",19.419563129
"1","3",25.054664723
"2","1",37.837437029
"2","2",22.853769607
"2","2",24.435493617
"2","2",21.490539088
"1","2",25.826856043
"1","3",19.951678435
"2","1",20.613381658
"2","2",23.057962873
"2","2",39.997519995
"1","3",20.402767492
"2","2",20.785180584
"1","1",24.778368961
"1","3",17.959329968
"2","2",33.138322396
"2","1",21.360533927
"1","2",20.251269979
"2","2",29.234405178
"2","2",25.82847884
"2","2",23.751891453
"2","1",27.388349031
"2","1",24.140326794
"2","2",32.751012903
"2","1",41.182248775
"2","3",20.940858208
"2","2",29.134454779
"2","2",25.861083111
"1","2",24.120250272
"2","2",23.042236178
"1","2",35.798072635
"1","1",18.421227658
"2","3",18.509181999
"2","2",21.491211562
"2","2",21.267217631
"2","3",30.768619364
"2","2",18.037503684
"1","2",31.784093829
"2","3",34.18244994
"2","2",18.66947061
"2","2",26.420836372
"1","1",37.850817592
"1","3",20.154728559
"2","2",25.799438153
"2","2",21.811718074
"2","2",16.594061187
"2","2",29.836811795
"2","1",27.896122393
"2","2",24.616953148
"2","2",19.339819213
"2","1",28.637733224
"2","2",34.292506032
"1","2",30.588311296
"2","2",28.03858496
"2","1",34.94047612
"2","2",21.626595818
"2","1",25.196598858
"1","1",19.318443787
"2","2",22.160360269
"2","2",22.598974758
"1","2",25.438938598
"2","2",47.145416789
"1","1",18.805456436
"2","3",28.332591762
"2","2",41.48141816
"2","2",50.191147709
"2","1",23.759413907
"2","3",19.591773086
"2","2",19.36182653
"2","3",28.423249302
"2","3",21.633553029
"2","1",26.528070175
"2","2",23.372332688
"1","2",20.174471634
"2","3",26.601491345
"2","1",20.13562954
"2","2",22.694983202
"2","2",19.565364207
"2","3",24.103597448
"2","1",17.408330601
"2","2",20.897059386
"2","1",18.997354094
"2","2",28.668857338
"2","2",51.219828606
"2","3",32.839003018
"2","3",33.530529612
"2","2",24.244257247
"2","3",21.431336762
"2","2",24.308611243
"2","1",23.489697822
"2","2",33.297104858
"2","2",18.987294085
"2","1",25.66032696
"2","1",29.002589414
"2","2",21.566390936
"2","2",28.317896535
"1","2",23.546169935
"2","2",22.851698558
"2","1",23.129436525
"2","3",23.208791739
"1","2",19.1858991
"2","1",19.576814813
"2","1",21.788863694
"2","2",32.817505613
"1","3",22.998638229
"2","2",20.401658162
"2","1",23.354250371
"2","2",24.680315076
"2","2",36.814729739
"2","2",32.448397482
"1","1",23.042413668
"1","2",23.409148247
"2","1",30.585146531
"2","1",36.535003818
"1","1",25.646490413
"1","3",20.400341189
"1","1",24.43140492
"2","3",20.306400607
"1","2",20.739383851
"1","2",18.211272426
"1","2",19.781021415
"2","3",22.934996411
"2","3",26.083675395
"2","1",35.968487987
"2","1",22.242052281
"2","2",20.882949532
"2","3",18.897114668
"2","3",21.827558143
"2","1",19.223012865
"2","3",20.558984426
"2","2",24.034324441
"2","1",20.72576
"2","2",40.241344518
"2","2",36.905840148
"2","2",17.91495857
"2","2",24.566922686
"2","2",42.986051287
"2","2",46.281685216
"2","2",26.101071458
"2","2",19.08175023
"2","2",47.626125355
"2","1",20.323486631
"1","1",27.022830374
"2","2",20.575915169
"2","2",21.124205004
"2","1",19.946523651
"2","1",23.355860865
"2","2",22.649336574
"2","2",29.025953338
"2","2",20.490403661
"2","2",20.938930942
"2","2",32.630960431
"2","2",31.294807293
"2","1",44.165093934
"2","2",22.034026134
"2","2",20.650912921
"2","1",24.179534646
"2","2",19.464655614
"2","2",25.58294977
"2","2",23.432836017
"2","2",40.963644138
"2","3",21.355108628
"2","2",29.323707994
"2","2",35.463212133
"1","3",29.268387996
"1","2",16.629029512
"2","2",38.604038763
"2","1",23.504352106
"2","2",26.410435181
"2","1",26.922798565
"2","1",32.63017348
"1","2",22.553579074
"2","2",31.862144782
"2","2",20.339169226
"2","3",21.935516892
"2","1",22.140346133
"2","2",33.902185224
"2","2",20.255115126
"2","1",20.977520868
"2","2",32.611403073
"2","1",23.580110302
"2","2",32.28330741
"2","2",21.936183432
"2","2",20.489675581
"2","2",19.688351226
"2","2",22.295081967
"1","3",26.07215789
"1","3",19.86319017
"1","3",25.022385271
"2","1",20.104093039
"2","2",30.430087779
"2","3",18.901259163
"2","1",29.183862383
"1","1",19.000574522
"1","3",21.826842062
"1","3",19.593682687
"2","2",22.357690284
"2","3",16.424807562
"1","2",26.289805129
"2","1",31.431689181
"1","2",19.215735523
"1","2",27.225354803
"1","2",24.018441404
"1","3",28.925529436
"1","1",21.755323211
"1","3",24.09969923
"1","2",31.6796875
"1","2",19.811357956
"1","1",27.882420366
"1","3",23.45918753
"2","1",23.228885957
"2","2",28.992557531
"2","2",23.280706855
"1","2",22.852631328
"2","1",16.637062482
"1","2",24.051790605
"1","1",25.018290037
"2","2",18.942849318
"2","1",22.024135216
"1","2",25.562130178
"1","3",19.075003068
"1","3",20.393873146
"1","2",30.237419066
"1","2",20.105698529
"1","3",21.978607746
"1","3",23.138889475
"2","2",31.825069832
"1","3",21.366552418
"2","2",29.579396661
"2","1",16.978230737
"2","2",20.272246696
"1","3",38.549882214
"1","1",22.526550189
"1","3",24.234701428
"1","3",20.32570158
"1","3",18.571121063
"1","2",30.224874596
"1","3",17.639997669
"1","2",19.712174344
"1","1",20.759127396
"1","3",20.598340828
"1","2",19.499278537
"2","1",24.543004306
"1","2",29.373597082
"1","3",24.561007531
"1","3",24.645202907
"1","2",20.506737252
"1","3",18.998630788
"1","2",22.148760331
"1","2",19.786307875
"1","2",31.188088299
"1","1",21.744381568
"1","2",24.875571204
"1","1",18.468563354
"1","2",18.324539248
"1","2",27.128735808
"1","3",18.499170892
"1","3",16.908050494
"1","2",18.622106588
"1","2",23.823702475
"1","3",18.234912479
"2","2",19.277404509
"2","1",18.274092802
"1","3",19.55568697
"1","3",20.345089524
"1","3",20.173010381
"1","3",22.946904833
"1","2",35.374429396
"1","3",22.511744123
"1","1",33.248888372
"1","2",27.12145453
"1","3",19.506639425
"1","1",53.768186889
"1","1",24.021611131
"1","1",16.084094077
"1","3",26.056031354
"1","3",20.563246933
"1","2",20.102852162
"1","1",17.776069907
"2","1",29.045495666
"1","2",20.147292204
"1","1",24.73183154
"1","3",19.05952416
"1","2",24.171740798
"1","3",19.941467893
"1","2",20.312907609
"1","2",19.352686019
"2","2",20.116563773
"1","2",19.77607548
"1","3",20.081081821
"1","2",21.548025925
"1","3",27.303508916
"2","3",24.470700845
"1","2",18.717864483
"1","3",27.080107516
"1","2",30.622489114
"1","3",19.665683382
"1","2",26.930798465
"1","1",18.6904539
"1","2",22.550800784
"1","2",22.045175215
"1","2",27.947901169
"1","1",20.621890953
"1","2",24.20938016
"1","2",20.519356647
"1","1",21.188229672
"2","1",37.409498202
"2","2",20.757606296
"2","3",17.834650122
"1","2",17.740670628
"1","2",21.740534745
"1","1",19.082240245
"1","1",21.012980492
"2","2",22.320927203
"1","2",24.182566609
"1","2",17.303220083
"1","3",18.838432394
"1","2",19.744468203
"1","2",20.445476167
"1","2",20.875827326
"1","3",20.455760149
"1","3",24.929862952
"1","2",22.422946334
"2","2",32.999613286
"1","2",24.977996345
"1","2",19.934100638
"1","1",28.254077122
"2","2",42.409552275
"1","3",30.622591251
"1","2",22.064826879
"2","3",28.550488202
"1","2",24.614440855
"1","3",20.268278302
"2","3",20.029378886
"2","2",21.107157814
"2","3",24.571614717
"2","2",30.008699839
"2","2",28.140502807
"2","3",19.747100985
"1","3",20.841174066
"2","3",20.75926982
"2","3",26.047429724
"2","2",28.137044827
"2","1",17.642127724
"1","1",19.959079918
"2","2",27.16923929
"1","3",21.680600432
"2","1",28.559179203
"2","3",22.828664236
"1","2",22.769847681
"2","2",24.181682898
"2","3",23.084943593
"2","1",30.589051063
"2","2",19.787892823
"2","2",25.404112496
"2","2",20.162482249
"2","1",20.83443669
"2","2",19.400523814
"2","2",44.493377368
"2","2",34.444162538
"2","2",23.595069225
"2","2",29.189962562
"2","2",19.402591779
"2","3",24.49210059
"2","2",25.083570917
"2","2",19.930852106
"2","1",30.077777331
"2","2",48.859868591
"2","2",28.647216703
"2","3",35.809662757
"2","3",18.998401363
"2","1",37.288523389
"1","2",24.817870761
"2","1",21.298101338
"2","1",43.778586237
"2","2",22.129878628
"2","2",26.080923605
"1","1",21.23581629
"2","2",28.269705327
"2","1",34.240622986
"2","3",21.773842357
"2","1",25.166611283
"2","1",22.202251543
"2","2",22.144207399
"2","3",20.350003316
"2","1",36.826148974
"1","2",22.015653626
"1","3",24.86839466
"1","2",30.764924187
"2","1",17.643404631
"2","3",20.670050802
"2","3",20.73645024
"1","3",20.449820131
"1","2",20.703192866
"1","3",23.066926576
"1","3",20.424682164
"2","2",34.541509083
"2","2",31.074544831
"2","2",31.426402631
"2","1",31.546951578
"2","3",22.326106913
"2","3",20.650110534
"1","3",17.988138683
"2","2",21.379934999
"1","3",25.568698608
"1","2",20.285661045
"2","2",20.699826639
"2","3",19.513695474
"1","2",20.639803149
"1","2",20.166432485
"2","2",32.405876749
"1","1",28.230309641
"1","1",20.877444368
"2","3",22.364969552
"2","1",22.793514798
"1","3",18.927397855
"2","2",35.227404446
"2","2",28.261247053
"1","1",21.979513065
"2","2",19.618890868
"1","3",22.395419511
"1","3",24.550665963
"1","2",16.283514549
"1","3",20.366262109
"2","1",36.701185531
"2","2",18.900669164
"2","1",20.653628792
"1","3",21.740458583
"1","3",19.066908833
"1","1",20.197625397
"1","3",20.206908248
"1","2",27.169060828
"1","2",23.464233339
"1","3",20.984848993
"2","2",26.039824217
"1","3",25.219973249
"1","2",17.717091866
"1","3",21.149954204
"2","2",34.197864781
"2","1",26.064090653
"2","2",22.474473024
"2","3",20.454888151
"1","2",25.277587235
"1","3",21.499596883
"1","2",19.459821228
"1","2",26.242113127
"1","2",16.232281664
"2","1",21.152806059
"1","2",17.915940472
"1","2",30.676046944
"1","2",30.931288648
"1","2",18.563096831
"1","2",19.71523251
"1","2",20.043347624
"1","2",33.340542099
"1","2",21.857233192
"1","1",29.108507246
"1","1",25.139232673
"1","3",23.544832099
"1","2",21.961718655
"1","3",19.3601301
"1","3",28.126645617
"1","1",20.25022135
"1","2",21.092569081
"1","3",23.279030142
"1","3",26.782523547
"1","3",19.404124241
"1","2",17.188335898
"1","2",22.29553736
"1","3",21.999742191
"1","3",24.063590258
"1","2",20.023255019
"1","3",21.180872887
"1","2",17.434102796
"1","3",19.261569075
"1","2",26.511565308
"1","3",21.928638874
"1","1",22.417100445
"1","3",22.613889481
"1","3",18.310968616
"1","2",19.098056394
